word1,word2,pos
good_humor,ill_humor,n
good_luck,bad_luck,n
good_nature,ill_nature,n
good_part,weak_part,n
good_person,bad_person,n
good_weather,bad_weather,n
goodness,badness,n
goodness,evilness,n
graceful,awkward,a
gracefully,gracelessly,r
gracefully,ungracefully,r
gracefulness,awkwardness,n
gracelessly,gracefully,r
gracious,ungracious,a
graciously,ungraciously,r
graciousness,ungraciousness,n
gradual,steep,a
gradual,sudden,a
gradualness,abruptness,n
grammatical,ungrammatical,a
grammatically,ungrammatically,r
grand_larceny,petit_larceny,n
granter,withholder,n
grassless,grassy,a
grassy,grassless,a
grateful,ungrateful,a
gratefully,ungratefully,r
gratitude,ingratitude,n
gravitation,levitation,n
gravity,levity,n
greater,lesser,a
green,ripe,a
greenness,ripeness,n
gregarious,ungregarious,a
groomed,ungroomed,a
gross,net,a
ground,figure,n
ground_stroke,volley,n
grudgingly,ungrudgingly,r
guided,unguided,a
guilt,innocence,n
guilty,innocent,a
gusseted,ungusseted,a
gutless,gutsy,a
gutlessness,gutsiness,n
gutsiness,gutlessness,n
gutsy,gutless,a
hairiness,hairlessness,n
hairless,hairy,a
hairlessness,hairiness,n
hairy,hairless,a
half,whole,a
half-time,full-time,r
hand_mower,power_mower,n
handed,handless,a
handled,handleless,a
handleless,handled,a
handless,handed,a
handmade,machine-made,a
handwash,machine_wash,v
haploid,diploid,a
haploid,polyploid,a
happily,sadly,r
happily,unhappily,r
happiness,sadness,n
happiness,unhappiness,n
happy,unhappy,a
hard,soft,a
hard_drug,soft_drug,n
hard_water,soft_water,n
hardball,softball,n
harden,soften,v
hardened,soft,a
hardhearted,softhearted,a
hardness,softness,n
hardware,software,n
harmful,harmless,a
harmfully,harmlessly,r
harmless,harmful,a
harmlessly,harmfully,r
harmonic,nonharmonic,a
harmonious,inharmonious,a
harmony,dissonance,n
harness,unharness,v
hate,love,n
hate,love,v
hateful,lovable,a
hatless,hatted,a
hatted,hatless,a
have,lack,v
have,miss,v
hawk,dove,n
hawkishness,dovishness,n
head,foot,n
head,rear,n
head,tail,n
headed,headless,a
headed,unheaded,a
headless,headed,a
healthful,unhealthful,a
healthfulness,unhealthfulness,n
healthy,unhealthy,a
hearing,deaf,a
hearten,dishearten,v
heat,cool,v
heavenly,earthly,a
heavily,lightly,r
heaviness,lightness,n
heavy,light,a
heavy-duty,light-duty,a
heavy-footed,light-footed,a
heedful,heedless,a
heedfulness,heedlessness,n
heedless,heedful,a
heedlessness,heedfulness,n
heir_apparent,heir_presumptive,n
heir_presumptive,heir_apparent,n
heliocentric,geocentric,a
helpful,unhelpful,a
helpfully,unhelpfully,r
herbivorous,carnivorous,a
herbivorous,omnivorous,a
here,there,n
here,there,r
hereditarianism,environmentalism,n
hereness,thereness,n
hesitantly,unhesitatingly,r
heterocercal,homocercal,a
heterocercal_fin,homocercal_fin,n
heterodactyl,zygodactyl,a
heterodactyl_foot,zygodactyl_foot,n
heteroecious,autoecious,a
heterogeneity,homogeneity,n
heterogeneous,homogeneous,a
heterogenous,autogenous,a
heterologous,analogous,a
heterologous,autologous,a
heterologous,homologous,a
heterosexual,bisexual,a
heterosexual,homosexual,a
heterotrophic,autotrophic,a
heterozygosity,homozygosity,n
heterozygous,homozygous,a
heuristic,algorithmic,a
hibernate,aestivate,v
hibernate,estivate,v
hide,show,v
hierarchical,nonhierarchical,a
high,low,a
high,low,n
high,low_spirits,n
high-interest,low-interest,a
high-resolution,low-resolution,a
high-rise,low-rise,a
high-sudsing,low-sudsing,a
high-tech,low-tech,a
high-tension,low-tension,a
high_explosive,low_explosive,n
high_pitch,low_pitch,n
high_quality,low_quality,n
high_relief,low_relief,n
high_sea,territorial_waters,n
high_season,off-season,n
high_status,low_status,n
high_tide,low_tide,n
highland,lowland,n
highness,lowness,n
hipless,hipped,a
hipped,gabled,a
hipped,hipless,a
hire,fire,v
historical,ahistorical,a
hit,miss,v
hitch,unhitch,v
hold,let_go_of,v
holiness,unholiness,n
holism,atomism,n
holistic,atomistic,a
hollow,solid,a
hollowness,solidity,n
holophytic,holozoic,a
holozoic,holophytic,a
holy,unholy,a
home,away,a
home_game,away_game,n
homemade,factory-made,a
homeopathic,allopathic,a
homeopathy,allopathy,n
homocercal,heterocercal,a
homocercal_fin,heterocercal_fin,n
homogeneity,heterogeneity,n
homogeneous,heterogeneous,a
homogenise,curdle,v
homogenize,curdle,v
homologous,analogous,a
homologous,autologous,a
homologous,heterologous,a
homosexual,bisexual,a
homosexual,heterosexual,a
homozygosity,heterozygosity,n
homozygous,heterozygous,a
honest,dishonest,a
honestly,dishonestly,r
honesty,dishonesty,n
honor,dishonor,n
honor,dishonor,v
honorable,dishonorable,a
honorableness,dishonorableness,n
honorably,dishonorably,r
hook,unhook,v
hop_on,hop_out,v
hop_out,hop_on,v
hope,despair,n
hope,despair,v
hopeful,hopeless,a
hopefully,hopelessly,r
hopefulness,hopelessness,n
hopeless,hopeful,a
hopelessly,hopefully,r
hopelessness,hopefulness,n
horizontal,inclined,a
horizontal,vertical,a
horned,hornless,a
hornless,horned,a
hospitable,inhospitable,a
hospitableness,inhospitableness,n
hospitably,inhospitably,r
hospitality,inhospitality,n
host,parasite,n
hostile,amicable,a
hostile,friendly,a
hostile,friendly,n
hot,cold,a
hot_war,cold_war,n
hotness,coldness,n
human,nonhuman,a
humane,inhumane,a
humanely,inhumanely,r
humaneness,inhumaneness,n
humanize,dehumanize,v
humble,proud,a
humidify,dehumidify,v
humility,conceit,n
humility,pride,n
humorless,humorous,a
humorlessly,humorously,r
humorous,humorless,a
humorously,humorlessly,r
hungry,thirsty,a
hurried,unhurried,a
hurriedly,unhurriedly,r
husband,wife,n
husbandly,wifely,a
hydrate,dehydrate,v
hydric,mesic,a
hydric,xeric,a
hydrogenate,dehydrogenate,v
hydrokinetic,hydrostatic,a
hydrophilic,hydrophobic,a
hydrophobic,hydrophilic,a
hydrostatic,hydrokinetic,a
hydrous,anhydrous,a
hygienically,unhygienically,r
hypercalcemia,hypocalcemia,n
hypercapnia,hypocapnia,n
hypercatalectic,acatalectic,a
hypercatalectic,catalectic,a
hyperglycemia,hypoglycemia,n
hyperkalemia,hypokalemia,n
hypernatremia,hyponatremia,n
hyperopia,myopia,n
hyperparathyroidism,hypoparathyroidism,n
hyperpigmentation,hypopigmentation,n
hyperpnea,hypopnea,n
hypersomnia,insomnia,n
hypertension,hypotension,n
hypertensive,hypotensive,a
hypertensive,normotensive,a
hyperthermia,hypothermia,n
hyperthyroidism,hypothyroidism,n
hypertonia,hypotonia,n
hypertonic,hypotonic,a
hypertonic,isotonic,a
hypertonicity,hypotonicity,n
hypertonus,hypotonus,n
hypertrophied,atrophied,a
hypervolemia,hypovolemia,n
hypocalcemia,hypercalcemia,n
hypocapnia,hypercapnia,n
hypoglycemia,hyperglycemia,n
hypokalemia,hyperkalemia,n
hyponatremia,hypernatremia,n
hypoparathyroidism,hyperparathyroidism,n
hypopigmentation,hyperpigmentation,n
hypopnea,hyperpnea,n
hypotension,hypertension,n
hypotensive,hypertensive,a
hypotensive,normotensive,a
hypothermia,hyperthermia,n
hypothyroidism,hyperthyroidism,n
hypotonia,hypertonia,n
hypotonic,hypertonic,a
hypotonic,isotonic,a
hypotonicity,hypertonicity,n
hypotonus,hypertonus,n
hypovolemia,hypervolemia,n
identical,fraternal,a
identifiable,unidentifiable,a
idiographic,nomothetic,a
idle,busy,a
idle,run,v
idle,work,v
igneous,aqueous,a
ignite,extinguish,v
ignoble,noble,a
ignore,know,v
ignore,notice,v
ill,well,a
ill,well,r
ill-advised,well-advised,a
ill-being,well-being,n
ill-defined,well-defined,a
ill-natured,good-natured,a
ill_health,good_health,n
ill_humor,good_humor,n
ill_nature,good_nature,n
illegal,legal,a
illegality,legality,n
illegibility,legibility,n
illegible,legible,a
illegibly,legibly,r
illegitimacy,legitimacy,n
illegitimate,legitimate,a
illegitimately,legitimately,r
illiberality,liberality,n
illicit,licit,a
illicitly,licitly,r
illicitness,licitness,n
illiteracy,literacy,n
illiterate,literate,a
illness,wellness,n
illogical,logical,a
illogicality,logicality,n
illogically,logically,r
illogicalness,logicalness,n
imaginatively,unimaginatively,r
imbalance,balance,n
imitation,formalism,n
imitative,nonimitative,a
immanent,transeunt,a
immaterial,material,a
immateriality,materiality,n
immature,mature,a
immaturely,maturely,r
immaturity,maturity,n
immeasurable,measurable,a
immeasurably,measurably,r
immediacy,mediacy,n
immediate,mediate,a
immersion,emersion,n
immigrate,emigrate,v
immiscible,miscible,a
immobile,mobile,a
immobility,mobility,n
immoderate,moderate,a
immoderately,moderately,r
immoderation,moderation,n
immodest,modest,a
immodestly,modestly,r
immodesty,modesty,n
immoral,moral,a
immorality,morality,n
immorally,morally,r
immortal,mortal,a
immortality,mortality,n
immotility,motility,n
immovability,movability,n
immovableness,movableness,n
immunocompetence,immunodeficiency,n
immunocompetent,immunodeficient,a
immunodeficiency,immunocompetence,n
immunodeficient,immunocompetent,a
immutability,mutability,n
immutable,mutable,a
immutableness,mutableness,n
impaired,unimpaired,a
impalpability,palpability,n
impalpable,palpable,a
impartial,partial,a
impartiality,partiality,n
impassable,passable,a
impatience,patience,n
impatient,patient,a
impatiently,patiently,r
impenetrability,penetrability,n
impenetrable,penetrable,a
impenitent,penitent,a
impenitently,penitently,r
imperative,beseeching,a
imperceptibility,perceptibility,n
imperceptible,perceptible,a
imperceptibly,perceptibly,r
imperfect,perfect,a
imperfectibility,perfectibility,n
imperfection,perfection,n
imperfectly,perfectly,r
imperishable,perishable,a
impermanence,permanence,n
impermanent,permanent,a
impermeability,permeability,n
impermeable,permeable,a
impermissibility,permissibility,n
impermissible,permissible,a
impermissibly,permissibly,r
impersonal,personal,a
impersonally,personally,r
impervious,pervious,a
imperviousness,perviousness,n
impiety,piety,n
impious,pious,a
implacable,placable,a
implausibility,plausibility,n
implausible,plausible,a
implicit,explicit,a
implicitly,explicitly,r
implode,explode,v
impolite,polite,a
impolitely,politely,r
impoliteness,politeness,n
impolitic,politic,a
imponderable,ponderable,a
import,export,n
import,export,v
importance,unimportance,n
important,unimportant,a
impossibility,possibility,n
impossible,possible,a
impossibly,possibly,r
impotence,potence,n
impotency,potency,n
impotent,potent,a
impoverish,enrich,v
impracticability,practicability,n
impracticableness,practicableness,n
impractical,practical,a
impracticality,practicality,n
imprecise,precise,a
imprecisely,precisely,r
impreciseness,preciseness,n
imprecision,precision,n
impressionable,unimpressionable,a
impressive,unimpressive,a
impressively,unimpressively,r
improbability,probability,n
improbable,probable,a
improper,proper,a
improperly,properly,r
improperness,properness,n
impropriety,propriety,n
improved,unimproved,a
improvement,decline,n
improvidence,providence,n
improvident,provident,a
improvidently,providently,r
imprudence,prudence,n
imprudent,prudent,a
imprudently,prudently,r
impure,pure,a
impurity,purity,n
in-basket,out-basket,n
in_hand,out_of_hand,r
in_vitro,in_vivo,a
in_vivo,in_vitro,a
inability,ability,n
inaccessibility,accessibility,n
inaccessible,accessible,a
inaccuracy,accuracy,n
inaccurate,accurate,a
inaccurately,accurately,r
inaction,action,n
inactivate,activate,v
inactivation,activation,n
inactive,active,a
inactiveness,activeness,n
inactivity,activity,n
inadequacy,adequacy,n
inadequate,adequate,a
inadequately,adequately,r
inadmissibility,admissibility,n
inadmissible,admissible,a
inadvertently,advertently,r
inadvisability,advisability,n
inadvisable,advisable,a
inaesthetic,aesthetic,a
inalienable,alienable,a
inanimate,animate,a
inanimateness,animateness,n
inapplicability,applicability,n
inappositeness,appositeness,n
inappropriate,appropriate,a
inappropriately,appropriately,r
inappropriateness,appropriateness,n
inaptitude,aptitude,n
inaptness,aptness,n
inarticulate,articulate,a
inarticulately,articulately,r
inattention,attention,n
inattentive,attentive,a
inattentiveness,attentiveness,n
inaudibility,audibility,n
inaudible,audible,a
inaudibly,audibly,r
inaugural,exaugural,a
inauspicious,auspicious,a
inauspiciously,auspiciously,r
inauspiciousness,auspiciousness,n
inboard,outboard,a
inbred,outbred,a
incalculable,calculable,a
incapability,capability,n
incapable,capable,a
incapableness,capableness,n
incapacity,capacity,n
incarnate,disincarnate,v
incaution,caution,n
incautious,cautious,a
incautiously,cautiously,r
incentive,disincentive,n
incidental,basic,a
incivility,civility,n
inclement,clement,a
inclination,disinclination,n
inclined,disinclined,a
inclined,horizontal,a
inclined,vertical,a
include,exclude,v
inclusion,exclusion,n
inclusive,exclusive,a
incognizance,cognizance,n
incoherence,coherence,n
incoherent,coherent,a
incoherently,coherently,r
income,outgo,n
incoming,outgoing,a
incommensurate,commensurate,a
incommodious,commodious,a
incommutable,commutable,a
incomparable,comparable,a
incomparably,comparably,r
incompatibility,compatibility,n
incompatible,compatible,a
incompatibly,compatibly,r
incompetence,competence,n
incompetent,competent,a
incompetently,competently,r
incomplete,complete,a
incompleteness,completeness,n
incomprehensibility,comprehensibility,n
incomprehensible,comprehensible,a
incomprehension,comprehension,n
incompressibility,compressibility,n
incompressible,compressible,a
inconclusive,conclusive,a
inconclusively,conclusively,r
inconclusiveness,conclusiveness,n
incongruent,congruent,a
incongruity,congruity,n
incongruous,congruous,a
incongruousness,congruousness,n
inconsequence,consequence,n
inconsequentially,consequentially,r
inconsiderable,considerable,a
inconsiderate,considerate,a
inconsiderately,considerately,r
inconsideration,consideration,n
inconsistency,consistency,n
inconsistent,consistent,a
inconsistently,consistently,r
inconsolable,consolable,a
inconspicuous,conspicuous,a
inconspicuously,conspicuously,r
inconspicuousness,conspicuousness,n
inconstancy,constancy,n
inconstant,constant,a
incontestable,contestable,a
incontinent,continent,a
inconvenience,convenience,n
inconvenient,convenient,a
inconveniently,conveniently,r
inconvertibility,convertibility,n
inconvertible,convertible,a
incoordination,coordination,n
incorporeal,corporeal,a
incorporeality,corporeality,n
incorrect,correct,a
incorrectly,correctly,r
incorrectness,correctness,n
incorrigible,corrigible,a
incorrupt,corrupt,a
incorruptibility,corruptibility,n
incorruptness,corruptness,n
increase,decrease,n
increase,decrease,v
increased,decreased,a
increasing,decreasing,a
incredibility,credibility,n
incredible,credible,a
incredibly,credibly,r
incredulous,credulous,a
incredulously,credulously,r
increment,decrement,n
inculpatory,exculpatory,a
incurability,curability,n
incurable,curable,a
incurableness,curableness,n
incurious,curious,a
indecency,decency,n
indecent,decent,a
indecently,decently,r
indecision,decision,n
indecisive,decisive,a
indecisively,decisively,r
indecisiveness,decisiveness,n
indecorous,decorous,a
indecorously,decorously,r
indecorousness,decorousness,n
indecorum,decorum,n
indefeasible,defeasible,a
indefinite,definite,a
indehiscent,dehiscent,a
independent,dependent,a
indestructibility,destructibility,n
indestructible,destructible,a
indeterminable,determinable,a
indeterminate,determinate,a
indicate,contraindicate,v
indication,contraindication,n
indigestibility,digestibility,n
indigestible,digestible,a
indirect,direct,a
indirect_discourse,direct_discourse,n
indirectly,directly,r
indirectness,directness,n
indiscernible,discernible,a
indiscipline,discipline,n
indiscreet,discreet,a
indiscreetly,discreetly,r
indiscriminate,discriminate,a
indispensability,dispensability,n
indispensable,dispensable,a
indispensableness,dispensableness,n
indispose,dispose,v
indistinct,distinct,a
indistinctness,distinctness,n
indistinguishable,distinguishable,a
individual,common,a
individuality,commonality,n
indivisible,divisible,a
indoor,outdoor,a
indoors,outdoors,r
induced,spontaneous,a
inductive,deductive,a
indulgent,nonindulgent,a
industrial,nonindustrial,a
inedible,edible,a
ineffective,effective,a
ineffectively,effectively,r
ineffectiveness,effectiveness,n
ineffectually,effectually,r
inefficacious,efficacious,a
inefficaciously,efficaciously,r
inefficacy,efficacy,n
inefficiency,efficiency,n
inefficient,efficient,a
inefficiently,efficiently,r
inelastic,elastic,a
inelasticity,elasticity,n
inelegance,elegance,n
inelegant,elegant,a
inelegantly,elegantly,r
ineligibility,eligibility,n
ineligible,eligible,a
ineloquently,eloquently,r
inequality,equality,n
inequitable,equitable,a
inequitably,equitably,r
inequity,equity,n
ineradicable,eradicable,a
inerrancy,errancy,n
inessential,essential,a
inessential,essential,n
inessentiality,essentiality,n
inevitable,evitable,a
inexact,exact,a
inexactly,exactly,r
inexactness,exactness,n
inexcusable,excusable,a
inexcusably,excusably,r
inexhaustible,exhaustible,a
inexpedience,expedience,n
inexpediency,expediency,n
inexpedient,expedient,a
inexpediently,expediently,r
inexpensiveness,expensiveness,n
inexperience,experience,n
inexperienced,experienced,a
inexplicable,explicable,a
inexplicitness,explicitness,n
inexpressible,expressible,a
inexpressively,expressively,r
inextinguishable,extinguishable,a
inextricable,extricable,a
infallibility,fallibility,n
infallible,fallible,a
infamy,fame,n
infeasibility,feasibility,n
infect,disinfect,v
infectious,noninfectious,a
infelicitous,felicitous,a
infelicitously,felicitously,r
infelicity,felicity,n
inferior,superior,a
inferior,superior,n
inferiority,superiority,n
infernal,supernal,a
infertility,fertility,n
infidelity,fidelity,n
infield,outfield,n
infinite,finite,a
infinitely,finitely,r
infiniteness,finiteness,n
inflate,deflate,v
inflation,deflation,n
inflation,disinflation,n
inflationary,deflationary,a
inflationary_spiral,deflationary_spiral,n
inflected,uninflected,a
inflectional,derivational,a
inflexibility,flexibility,n
inflexible,flexible,a
inflexibly,flexibly,r
inflow,outflow,n
influential,uninfluential,a
influx,efflux,n
informal,formal,a
informality,formality,n
informally,formally,r
informative,uninformative,a
informatively,uninformatively,r
informed,uninformed,a
infrequent,frequent,a
infrequently,frequently,r
ingenuous,disingenuous,a
ingenuousness,disingenuousness,n
inglorious,glorious,a
ingratitude,gratitude,n
ingress,egress,n
inhabited,uninhabited,a
inhale,exhale,v
inharmonious,harmonious,a
inheritable,noninheritable,a
inhibited,uninhibited,a
inhibitor,activator,n
inhospitable,hospitable,a
inhospitableness,hospitableness,n
inhospitably,hospitably,r
inhospitality,hospitality,n
inhumane,humane,a
inhumanely,humanely,r
inhumaneness,humaneness,n
initiate,uninitiate,n
injectable,uninjectable,a
injudiciously,judiciously,r
injudiciousness,judiciousness,n
injured,uninjured,a
injustice,justice,n
inland,coastal,a
inner,outer,a
innocence,guilt,n
innocent,guilty,a
innocuous,noxious,a
innumerate,numerate,a
inoffensive,offensive,a
inoffensively,offensively,r
inoperable,operable,a
inoperative,operative,a
inopportune,opportune,a
inopportunely,opportunely,r
inopportuneness,opportuneness,n
inorganic,organic,a
inorganically,organically,r
inpatient,outpatient,n
inquiring,uninquiring,a
inquisitorial,accusatorial,a
insalubriousness,salubriousness,n
insalubrity,salubrity,n
insane,sane,a
insanely,sanely,r
insanity,sanity,n
insatiate,satiate,a
insectivorous,carnivorous,a
insectivorous,omnivorous,a
insecure,secure,a
insecurely,securely,r
insecureness,secureness,n
insecurity,security,n
insensibility,sensibility,n
insensible,sensible,a
insensitive,sensitive,a
insensitively,sensitively,r
insensitiveness,sensitiveness,n
insensitivity,sensitivity,n
insentience,sentience,n
insentient,sentient,a
inseparably,separably,r
inshore,offshore,a
inside,outside,a
inside,outside,n
inside,outside,r
insignificance,significance,n
insignificant,significant,a
insignificantly,significantly,r
insincere,sincere,a
insincerely,sincerely,r
insincerity,sincerity,n
insolubility,solubility,n
insoluble,soluble,a
insolvency,solvency,n
insolvent,solvent,a
insomnia,hypersomnia,n
inspan,outspan,v
inspiring,uninspiring,a
instability,stability,n
institutional,noninstitutional,a
institutionalized,noninstitutionalized,a
instructive,uninstructive,a
instructively,uninstructively,r
instrumental,vocal,a
insubordinate,subordinate,a
insubordination,subordination,n
insubstantial,substantial,a
insubstantiality,substantiality,n
insufficiency,sufficiency,n
insufficient,sufficient,a
insufficiently,sufficiently,r
insulator,conductor,n
insurability,uninsurability,n
insured,uninsured,a
insurmountable,surmountable,a
intangibility,tangibility,n
intangible,tangible,a
integrate,differentiate,v
integrate,disintegrate,v
integrated,nonintegrated,a
integrated,segregated,a
integration,segregation,n
integrative,disintegrative,a
intellectual,nonintellectual,a
intelligence,stupidity,n
intelligent,unintelligent,a
intelligently,unintelligently,r
intelligibility,unintelligibility,n
intelligible,unintelligible,a
intelligibly,unintelligibly,r
intemperance,temperance,n
intemperate,temperate,a
intended,unintended,a
intense,mild,a
intensifying,moderating,a
intensive,extensive,a
intentionally,unintentionally,r
intercontinental,continental,a
interdepartmental,intradepartmental,a
interest,bore,v
interested,uninterested,a
interesting,uninteresting,a
interestingly,uninterestingly,r
interestingness,uninterestingness,n
interference,noninterference,n
interior,exterior,a
intermediate,terminal,a
internal,external,a
internally,externally,r
international,national,a
international_flight,domestic_flight,n
international_law,civil_law,n
international_waters,territorial_waters,n
internationalism,nationalism,n
interrogative,declarative,a
interrogatory,declaratory,a
interspecies,intraspecies,a
interstate,intrastate,a
intervention,nonintervention,n
intestate,testate,a
intolerable,tolerable,a
intolerably,tolerably,r
intolerance,tolerance,n
intolerant,tolerant,a
intolerantly,tolerantly,r
intoxicated,sober,a
intra_vires,ultra_vires,a
intracellular,extracellular,a
intractability,tractability,n
intractable,tractable,a
intradepartmental,interdepartmental,a
intramural,extramural,a
intransitive,transitive,a
intransitively,transitively,r
intransitivity,transitivity,n
intraspecies,interspecies,a
intrastate,interstate,a
intrinsic,extrinsic,a
intron,exon,n
introspective,extrospective,a
introversion,ambiversion,n
introversion,extraversion,n
introversive,ambiversive,a
introversive,extroversive,a
introvert,extrovert,n
intrusive,extrusive,a
intrusive,protrusive,a
intrusive,unintrusive,a
inutility,utility,n
invalid,valid,a
invalidate,validate,v
invariability,variability,n
invariable,variable,a
invariableness,variableness,n
invasive,confined,a
invasive,noninvasive,a
inverse,direct,a
invertebrate,vertebrate,a
invertible,non-invertible,a
invest,divest,v
invigorating,debilitating,a
inviolable,violable,a
invisibility,visibility,n
invisible,visible,a
invisibly,visibly,r
inviting,uninviting,a
involuntarily,voluntarily,r
involuntary,voluntary,a
involved,uninvolved,a
involvement,non-involvement,n
invulnerability,vulnerability,n
invulnerable,vulnerable,a
inward,outward,a
inward,outward,r
inwardly,outwardly,r
inwardness,outwardness,n
iodinate,de-iodinate,v
iodinating,de-iodinating,a
ionate,de-ionate,v
ionic,nonionic,a
ionized,nonionized,a
ipsilateral,contralateral,a
ironed,unironed,a
irrational,rational,a
irrationally,rationally,r
irreconcilable,reconcilable,a
irreducible,reducible,a
irregular,regular,a
irregularity,regularity,n
irregularly,regularly,r
irrelevance,relevance,n
irrelevant,relevant,a
irrelevantly,relevantly,r
irreligious,religious,a
irremediable,remediable,a
irremovable,removable,a
irreparable,reparable,a
irreplaceable,replaceable,a
irresistible,resistible,a
irresolute,resolute,a
irresolutely,resolutely,r
irresoluteness,resoluteness,n
irresponsibility,responsibility,n
irresponsible,responsible,a
irresponsibleness,responsibleness,n
irresponsibly,responsibly,r
irreverence,reverence,n
irreverent,reverent,a
irreverently,reverently,r
irreversibility,reversibility,n
irreversible,reversible,a
irreversible_process,reversible_process,n
irrevocable,revocable,a
irritate,soothe,v
isometric,isotonic,a
isotonic,hypertonic,a
isotonic,hypotonic,a
isotonic,isometric,a
isotropic,anisotropic,a
isotropy,anisotropy,n
issue,recall,v
jawed,jawless,a
jawless,jawed,a
join,disjoin,v
joint,separate,a
joy,sorrow,n
joyful,sorrowful,a
joyfully,joylessly,r
joyless,joyous,a
joylessly,joyfully,r
joyous,joyless,a
judgment_in_personam,judgment_in_rem,n
judgment_in_rem,judgment_in_personam,n
judgmental,nonjudgmental,a
judiciously,injudiciously,r
judiciousness,injudiciousness,n
juiceless,juicy,a
juicy,juiceless,a
junior,senior,a
just,unjust,a
justice,injustice,n
justifiably,unjustifiably,r
justly,unjustly,r
juvenile,adult,n
katabatic,anabatic,a
katamorphism,anamorphism,n
keep,break,v
keep,lose,v
keep_down,vomit,v
keep_quiet,talk,v
keep_track,lose_track,v
kern,kern,v
keyed,keyless,a
keyless,keyed,a
kinanesthesia,kinesthesia,n
kind,unkind,a
kindly,unkindly,r
kindness,unkindness,n
kinesthesia,kinanesthesia,n
king,queen,n
knot,unknot,v
know,ignore,v
knowable,unknowable,a
knowingly,unknowingly,r
known,unknown,a
labeled,unlabeled,a
laced,unlaced,a
lack,have,v
laity,clergy,n
lamented,unlamented,a
landed,landless,a
landless,landed,a
larboard,starboard,n
large,small,a
largeness,smallness,n
lash,unlash,v
last,first,a
late,early,a
late,early,r
late,middle,a
lateness,earliness,n
latter,former,a
latter,former,n
laugh,cry,v
laureled,unlaureled,a
lawful,unlawful,a
lawfully,lawlessly,r
lawfully,unlawfully,r
lawfulness,unlawfulness,n
lawlessly,lawfully,r
lax,tense,a
laxative,costive,a
lay_witness,expert_witness,n
layman,clergyman,n
lead,deficit,n
leaded,unleaded,a
leaded_gasoline,unleaded_gasoline,n
leader,follower,n
leading,following,a
leafless,leafy,a
leafy,leafless,a
leaky,tight,a
lean,rich,a
leanness,fatness,n
least,most,a
least,most,r
leave,arrive,v
leave_office,take_office,v
leavened,unleavened,a
leeward,windward,a
leeward,windward,n
leeward,windward,r
left,center,a
left,right,a
left,right,n
left,right,r
left-handed,ambidextrous,a
left-handed,right-handed,a
legal,illegal,a
legalise,outlaw,v
legality,illegality,n
legalize,outlaw,v
legato,staccato,a
legato,staccato,r
legged,legless,a
legibility,illegibility,n
legible,illegible,a
legibly,illegibly,r
legitimacy,illegitimacy,n
legitimate,illegitimate,a
legitimately,illegitimately,r
legless,legged,a
lend,borrow,v
lend_oneself,defy,v
lender,borrower,n
lengthen,shorten,v
lengthwise,crosswise,a
lentic,lotic,a
leptorrhine,catarrhine,a
leptosporangiate,eusporangiate,a
less,more,a
less,more,r
lesser,greater,a
let,prevent,v
let_go_of,hold,v
let_out,take_in,v
lethargic,energetic,a
level,raise,v
levitation,gravitation,n
levity,gravity,n
levorotation,dextrorotation,n
liability,asset,n
liar,square_shooter,n
liberal,conservative,a
liberal,conservative,n
liberality,illiberality,n
liberator,captor,n
libertarian,necessitarian,n
licit,illicit,a
licitly,illicitly,r
licitness,illicitness,n
lidded,lidless,a
lidless,lidded,a
lie,stand,v
lie_down,arise,v
light,dark,a
light,dark,n
light,heavy,a
light-duty,heavy-duty,a
light-footed,heavy-footed,a
lighted,unlighted,a
lighten,darken,v
lighten,weigh_down,v
lightly,heavily,r
lightness,darkness,n
lightness,heaviness,n
like,dislike,v
like,unlike,a
liked,disliked,a
likelihood,unlikelihood,n
likeliness,unlikeliness,n
likely,unlikely,a
likeness,unlikeness,n
liking,dislike,n
limbed,limbless,a
limbless,limbed,a
limited,unlimited,a
lineal,collateral,a
linear,cubic,a
linear,nonlinear,a
linear,planar,a
linearly,geometrically,r
lined,unlined,a
linger,rush,v
linguistic,nonlinguistic,a
lipless,lipped,a
lipped,lipless,a
liquid,gaseous,a
liquid,solid,a
listed,unlisted,a
listed_security,unlisted_security,n
literacy,illiteracy,n
literal,figurative,a
literalize,spiritualize,v
literally,figuratively,r
literate,illiterate,a
little,big,a
little,much,a
littleness,bigness,n
livable,unlivable,a
live,dead,a
live,recorded,a
live_birth,stillbirth,n
live_in,live_out,v
live_out,live_in,v
liveborn_infant,stillborn_infant,n
lively,dull,a
liveried,unliveried,a
living,dead,n
loaded,unloaded,a
loading,unloading,n
loamless,loamy,a
loamy,loamless,a
local,express,n
local,general,a
local,national,a
location,studio,n
lock,unlock,v
lodge,dislodge,v
log_in,log_out,v
log_out,log_in,v
logical,illogical,a
logicality,illogicality,n
logically,illogically,r
logicalness,illogicalness,n
long,short,a
long-spurred,short-spurred,a
longness,shortness,n
look_down_on,admire,v
loose,compact,a
loose,tight,a
loosen,stiffen,v
looseness,fixedness,n
looseness,tightness,n
loosening,tightening,n
lose,find,v
lose,keep,v
lose,profit,v
lose,win,v
lose_track,keep_track,v
loser,achiever,n
loser,winner,n
losings,winnings,n
loss,gain,n
lossless,lossy,a
lossy,lossless,a
lost,found,a
lost,saved,a
lost,won,a
lotic,lentic,a
loud,soft,a
louden,quieten,v
loudly,softly,r
loudness,softness,n
lovable,hateful,a
love,hate,n
love,hate,v
loved,unloved,a
